fecha,temperatura,humedad,presion,precipitacion
2020-01-01,26.4901424590337,57.757017637106344,1012.0265135194165,9.677277001537698
2020-01-02,24.585207096486446,67.90976742713974,1012.6790591144575,5.976487521329945
2020-01-03,26.94306561430208,61.494795457907,1013.4587624222419,0.0
2020-01-04,29.569089569224076,64.19476550195277,1014.2612019821333,0.0
2020-01-05,24.29753987582999,75.88578404420609,1012.4188547843902,0.0
2020-01-06,24.29758912915246,86.69904504351406,1014.0735659158527,4.952175906286022
2020-01-07,29.737638446522176,73.9467152982298,1020.8905902878109,0.0
2020-01-08,27.302304187458727,58.04116937964815,1017.927248428076,0.0
2020-01-09,23.591576842195146,74.4460266822014,1017.3457729624845,0.0
2020-01-10,26.627680130757895,81.96631486645651,1010.7223023698806,10.58092429659061
2020-01-11,23.609746921562614,63.90217095680618,1008.5537958588584,0.0
2020-01-12,23.60281073928923,68.65982833327082,1017.7765027911888,0.0
2020-01-13,25.725886814698104,70.14688194729197,1017.380233962649,0.0
2020-01-14,19.260159266026605,62.151016869177596,1020.3633533787549,0.0
2020-01-15,19.8252465024609,76.4828043384386,1009.9800968701538,0.0
2020-01-16,23.313137412277083,68.79051851392218,1011.8522567231983,7.315591458867531
2020-01-17,21.961506638996728,74.19532443907028,1004.8025791873729,0.0
2020-01-18,25.94274199778582,61.125078221978995,1011.0376444696956,0.0
2020-01-19,22.27592777343637,65.62541699676589,1017.9828525528973,7.551168930162669
2020-01-20,20.763088895994127,77.22381357827771,1010.667523103859,15.082409230444897
2020-01-21,29.39694630676466,66.27166847908234,1016.2023989760041,0.0
2020-01-22,24.322671098540393,87.26963851233405,1012.047484470011,7.678056888258653
2020-01-23,25.20258461406377,66.00363814385398,1014.6202851411078,0.0
2020-01-24,20.72575544135963,72.24684725751887,1007.2615430509217,0.0
2020-01-25,23.36685182642445,79.3259083187309,1013.4260472481695,4.87094890264325
2020-01-26,25.3327677691296,55.816342670669684,998.0443201454964,7.901190095794345
2020-01-27,21.54701926773309,52.39191188019224,1012.06551920919,0.0
2020-01-28,26.127094055037016,54.74343685429905,1004.8476337814243,0.0
2020-01-29,23.198083930243584,82.62584103427182,1019.0299725827341,0.0
2020-01-30,24.124918750620168,64.48141854107553,1016.8870367638226,0.0
2020-01-31,23.194880163311808,95.58199285668252,1015.3333549098304,9.908621856604132
2020-02-01,30.556834553526812,64.35752401342612,1020.6050311357969,6.422934718321437
2020-02-02,24.9595083257862,71.84551303197037,1008.2554173958758,0.0
2020-02-03,21.8268672131323,85.42109952567876,1021.7368159895777,0.0
2020-02-04,27.467634736309567,90.06092888159122,1017.660957821302,9.055573433703211
2020-02-05,21.337469050086934,90.61503576636397,1011.8172235639053,16.555343286941373
2020-02-06,25.626590785014265,82.08366230593143,1018.6781007359148,12.238203746512665
2020-02-07,19.120989628360675,80.24062525811462,1007.4685324379418,0.0
2020-02-08,21.015441853304708,75.92526949201184,1008.8774291923617,2.2847491056793885
2020-02-09,25.590583707607372,77.78361076166638,1009.9570513838015,0.0
2020-02-10,27.215399739986232,64.48814283671467,1010.35511145968,0.0
2020-02-11,25.51410484356991,61.81801116577693,1007.7172117861987,0.0
2020-02-12,24.65305515283528,69.96625542589048,1019.1154153354767,9.858369591777754
2020-02-13,24.096688913232132,68.29815377475072,1011.7057279981508,0.0
2020-02-14,20.56443402889772,65.46771950672725,1014.7625248417844,0.0
2020-02-15,22.840467374815873,76.96387447456715,1010.1482431679316,0.0
2020-02-16,23.618083687120638,79.5530520857051,1003.8969834972575,11.837656181896477
2020-02-17,28.171366678656746,70.88406886291847,1014.3502867919572,22.209072307222456
2020-02-18,26.030854868705383,84.77530081055262,1003.4387251229011,18.175317415659464
2020-02-19,19.7108795339118,58.58310885866495,1012.6568297695727,10.398067622803929
2020-02-20,25.972251908184386,68.06340540720282,1006.1584248058359,0.0
2020-02-21,23.84475315875105,62.831776793971954,1022.9363799961541,0.0
2020-02-22,22.969233999082125,51.3346338292694,1017.5568136108736,0.0
2020-02-23,26.835028866522602,69.17319314157301,1013.5287689563575,0.0
2020-02-24,28.092998567487854,68.78252491616716,1019.3185333882733,18.601168428014535
2020-02-25,27.793840357348596,85.13449743242131,1008.7684201126713,26.878441912625682
2020-02-26,22.482347430332084,76.30811684554777,1015.7173968933505,15.11308038990154
2020-02-27,24.072362872446355,59.758131756707954,1013.9990521685936,0.0
2020-02-28,25.99379029421069,88.54092566334188,1014.3201004066683,11.330665395239796
2020-02-29,27.926635381367078,82.21033695525352,1019.3617675005338,0.0
2020-03-01,23.56247728646413,75.82097703468615,1016.662460513899,0.0
